Hearing Date,Case Number,Location,MVA Cluster,MVA Code,HDLC,NCDC,NCDC Adjusted,Vacant Lot,Vacant Lot Revised,Vacant Lot Code,Market Assessment,Market Code,Roof ,Roof Code,Exterior,Exterior Code,Foundation,Foundation Code,Overall Condition,Overall Condition Code,Character?,Character Code,Abatement Recommendation,Recommendation Code,Reviewer notes,Zipcode,GeoPIN,XPos,YPos,Potential Error in Lot Status?,Potential Error in Market Status,Reviewer
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A
